Closest Node is 21
Timestamp: 3137942
MAC of ESP is 5C:CF:7F:19:92:83
A8:BD:27:CE:E5:20,SenecaGuest,-85
70:3A:0E:5F:C8:62,SenecaNET,-73
A8:BD:27:CF:52:80,SenecaGuest,-69
A8:BD:27:CF:52:81,eduroam,-68
A8:BD:27:CF:52:82,SenecaNET,-67
70:3A:0E:5F:DC:41,eduroam,-70
70:3A:0E:5F:DC:42,SenecaNET,-62
40:E3:D6:23:44:61,SenecaGuest,-63
40:E3:D6:23:44:62,eduroam,-62
40:E3:D6:23:44:64,SenecaNET,-66
A8:BD:27:CF:1F:20,SenecaGuest,-79
A8:BD:27:CF:1F:21,eduroam,-78
A8:BD:27:CF:86:A0,SenecaGuest,-73
A8:BD:27:CF:86:A1,eduroam,-73
70:3A:0E:5F:EA:A1,eduroam,-78
70:3A:0E:5F:C8:61,eduroam,-79
A8:BD:27:CE:FF:80,SenecaGuest,-82
70:3A:0E:5F:22:02,SenecaNET,-72
70:3A:0E:5F:EA:A0,SenecaGuest,-77
70:3A:0E:5F:B4:A1,eduroam,-83
70:3A:0E:5F:CA:C0,SenecaGuest,-74
70:3A:0E:5F:CA:C2,SenecaNET,-74
70:3A:0E:61:A3:02,SenecaNET,-71
70:3A:0E:5F:CB:01,eduroam,-85
70:3A:0E:5F:D9:E1,eduroam,-79
A8:BD:27:CE:FE:20,SenecaGuest,-74
A8:BD:27:CE:FE:21,eduroam,-74
A8:BD:27:CE:FE:22,SenecaNET,-67
70:3A:0E:5F:BD:22,SenecaNET,-72
70:3A:0E:5F:EE:81,eduroam,-74
70:3A:0E:5F:EE:82,SenecaNET,-70
70:3A:0E:5F:CB:41,eduroam,-74
70:3A:0E:5F:CB:42,SenecaNET,-74
70:3A:0E:5F:D5:41,eduroam,-80
70:3A:0E:5F:D5:42,SenecaNET,-73
70:3A:0E:5F:CA:C1,eduroam,-73
70:3A:0E:5F:DC:40,SenecaGuest,-76
A8:BD:27:CF:89:20,SenecaGuest,-90
5E:CF:7F:C6:D5:05,ESP8266-Aardvark,-93
A8:BD:27:CE:E6:C0,SenecaGuest,-91
A8:BD:27:CF:1C:A0,SenecaGuest,-74
A8:BD:27:CF:1C:A1,eduroam,-73
A8:BD:27:CF:1C:A2,SenecaNET,-67
70:3A:0E:5F:DD:40,SenecaGuest,-57
70:3A:0E:5F:DD:41,eduroam,-57
70:3A:0E:5F:DD:42,SenecaNET,-52
A8:BD:27:CF:20:C2,SenecaNET,-60
70:3A:0E:5F:EF:C2,SenecaNET,-72
A8:BD:27:CF:20:C0,SenecaGuest,-63
A8:BD:27:CF:20:C1,eduroam,-63
70:3A:0E:5F:B4:42,SenecaNET,-76
A8:BD:27:CF:1D:00,SenecaGuest,-74
70:3A:0E:5F:C7:20,SenecaGuest,-76
70:3A:0E:5F:C7:21,eduroam,-81
70:3A:0E:5F:C7:22,SenecaNET,-77
A8:BD:27:CE:FD:20,SenecaGuest,-82
A8:BD:27:CE:FD:21,eduroam,-84
70:3A:0E:5F:B6:A1,eduroam,-77
70:3A:0E:5F:B6:A2,SenecaNET,-77
A8:BD:27:CF:7E:E2,SenecaNET,-84
A8:BD:27:CE:E5:01,eduroam,-77
A8:BD:27:CE:E5:02,SenecaNET,-81
A8:BD:27:CF:54:A2,SenecaNET,-79
70:3A:0E:5F:EF:C0,SenecaGuest,-70
70:3A:0E:5F:EF:C1,eduroam,-74
D8:C7:C8:E9:34:42,eduroam,-72
A8:BD:27:CE:EC:22,SenecaNET,-77
A8:BD:27:CF:12:02,SenecaNET,-82
A8:BD:27:CF:2F:61,eduroam,-88
